Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Postal Code,City,State,Country,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Age,Gender
22064,AZ-764-6732391,27-02-2012,03-03-2012,Same Day,CU-54967,Amazon Customer,Consumer,,Seattle,Washington,United States,EU,West,TEC-PH-7834,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",77.53,1,0.2,2.33,15.45,Critical,51,Male
22065,AZ-245-5054625,12-07-2015,14-07-2015,Second Class,CU-89235,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-1682,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",715.25,3,0.4,-116.33,90.45,Critical,50,Female
22066,AZ-347-2335307,07-05-2015,13-05-2015,Standard Class,CU-71763,Amazon Customer,Consumer,30301.0,Seattle,Washington,United States,APAC,West,TEC-PH-5329,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",45.87,2,0.0,10.22,12.46,Low,64,Male
22067,AZ-635-9496372,02-04-2015,04-04-2015,First Class,CU-60329,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-9534,Technology,Smartphones,"Motorola Edge Plus, Full Size",15.59,1,0.0,3.26,6.36,High,44,Female
22068,AZ-270-2819682,09-12-2014,13-12-2014,First Class,CU-13968,Amazon Customer,Consumer,,Seattle,Washington,United States,LATAM,West,TEC-PH-4207,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",92.43,3,0.0,21.53,15.73,Low,32,Male
22069,AZ-304-4102079,24-11-2012,27-11-2012,Same Day,CU-33757,Amazon Customer,Corporate,,Seattle,Washington,United States,EU,West,TEC-PH-2572,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,133.69,5,0.0,31.2,22.21,Medium,48,Male
22070,AZ-365-6723712,17-11-2013,19-11-2013,Standard Class,CU-60485,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-2206,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",136.85,1,0.0,31.85,23.67,Critical,69,Female
22071,AZ-542-7270561,29-08-2013,02-09-2013,Same Day,CU-21644,Amazon Customer,Consumer,60601.0,Seattle,Washington,United States,US,West,TEC-PH-1534,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",55.03,2,0.1,6.87,13.87,High,40,Female
22072,AZ-796-5656089,13-11-2014,15-11-2014,First Class,CU-98143,Amazon Customer,Consumer,10001.0,Seattle,Washington,United States,APAC,West,TEC-PH-5783,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",383.03,5,0.6,-139.22,51.64,High,30,Female
22073,AZ-843-7366316,26-07-2014,28-07-2014,Second Class,CU-60465,Amazon Customer,Corporate,30301.0,Seattle,Washington,United States,APAC,West,TEC-PH-6588,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",41.38,1,0.0,9.66,6.85,High,53,Male
22074,AZ-588-9586417,17-02-2013,20-02-2013,First Class,CU-34068,Amazon Customer,Consumer,90001.0,Seattle,Washington,United States,EU,West,TEC-PH-1642,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",605.03,1,0.0,143.91,73.46,Low,57,Male
22075,AZ-348-2449795,20-06-2012,25-06-2012,First Class,CU-66946,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-5030,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,78.57,4,0.0,18.13,15.14,Low,56,Male
22076,AZ-971-1062468,02-07-2015,07-07-2015,Second Class,CU-59137,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-4801,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",1014.69,4,0.0,241.21,124.6,Critical,24,Male
22077,AZ-256-6311091,31-03-2014,03-04-2014,Second Class,CU-19552,Amazon Customer,Corporate,,Seattle,Washington,United States,EU,West,TEC-PH-7515,Technology,Smartphones,"Motorola Edge Plus, Full Size",2149.97,4,0.2,81.08,264.21,Critical,20,Male
22078,AZ-360-1171134,25-01-2013,31-01-2013,Second Class,CU-81896,Amazon Customer,Consumer,,Seattle,Washington,United States,LATAM,West,TEC-PH-9013,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",2414.14,5,0.0,574.08,294.55,High,19,Female
22079,AZ-127-1961362,07-02-2013,11-02-2013,Standard Class,CU-58155,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-2079,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",1374.96,4,0.1,189.21,170.3,Critical,35,Female
22080,AZ-609-3411167,08-01-2013,10-01-2013,Same Day,CU-66464,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-5269,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",30.19,1,0.2,0.72,7.89,Critical,58,Male
22081,AZ-931-4658637,27-05-2013,01-06-2013,Second Class,CU-88163,Amazon Customer,Home Office,,Seattle,Washington,United States,APAC,West,TEC-PH-8218,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",24.04,1,0.2,0.32,8.83,High,26,Female
22082,AZ-387-1390637,03-04-2013,08-04-2013,Standard Class,CU-13629,Amazon Customer,Home Office,,Seattle,Washington,United States,EU,West,TEC-PH-9208,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",197.62,4,0.2,7.16,27.18,Medium,32,Female
22083,AZ-364-5267439,10-09-2015,16-09-2015,Same Day,CU-15584,Amazon Customer,Corporate,,Seattle,Washington,United States,APAC,West,TEC-PH-3417,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",619.15,4,0.0,146.7,80.83,High,21,Male
22084,AZ-534-3248067,04-04-2015,09-04-2015,Standard Class,CU-27581,Amazon Customer,Corporate,,Seattle,Washington,United States,APAC,West,TEC-PH-3564,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",75.04,3,0.1,9.96,12.96,Critical,32,Male
22085,AZ-908-1433296,31-12-2014,03-01-2015,Standard Class,CU-20627,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-4663,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,426.65,4,0.0,100.94,57.19,Medium,40,Male
22086,AZ-274-8107073,08-04-2014,13-04-2014,Same Day,CU-40090,Amazon Customer,Consumer,10001.0,Seattle,Washington,United States,US,West,TEC-PH-7438,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",271.95,4,0.4,-44.62,38.28,Low,68,Male
22087,AZ-109-8258228,20-12-2012,23-12-2012,Same Day,CU-27465,Amazon Customer,Corporate,60601.0,Seattle,Washington,United States,US,West,TEC-PH-4551,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,98.59,1,0.0,22.75,19.02,Critical,31,Male
22088,AZ-510-5203916,29-07-2014,31-07-2014,Standard Class,CU-47107,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-8666,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,594.77,3,0.0,141.07,76.2,Medium,66,Male
22089,AZ-930-8320973,07-02-2012,11-02-2012,Standard Class,CU-15242,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-6636,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",51.92,1,0.2,1.44,11.52,High,28,Male
22090,AZ-707-3416507,28-10-2015,03-11-2015,First Class,CU-17021,Amazon Customer,Home Office,,Seattle,Washington,United States,US,West,TEC-PH-9359,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",938.46,4,0.0,223.05,115.64,High,63,Male
22091,AZ-192-9120417,29-02-2012,05-03-2012,First Class,CU-52192,Amazon Customer,Home Office,,Seattle,Washington,United States,US,West,TEC-PH-3117,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,86.26,1,0.0,20.02,15.48,Medium,67,Male
22092,AZ-381-9017874,22-08-2013,28-08-2013,First Class,CU-23166,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-1915,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,168.13,2,0.2,5.95,24.6,Medium,64,Male
22093,AZ-906-2809243,05-07-2015,11-07-2015,Same Day,CU-98051,Amazon Customer,Home Office,,Seattle,Washington,United States,Africa,West,TEC-PH-5398,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",25.47,1,0.0,5.57,7.95,Critical,32,Female
22094,AZ-767-1821904,30-09-2013,06-10-2013,First Class,CU-42154,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-3029,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",138.51,3,0.1,18.71,20.66,High,21,Female
22095,AZ-520-5814146,17-09-2012,22-09-2012,Same Day,CU-76298,Amazon Customer,Consumer,,Seattle,Washington,United States,EU,West,TEC-PH-6534,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,524.08,4,0.0,123.76,72.62,Medium,21,Male
22096,AZ-989-7310339,04-03-2014,06-03-2014,First Class,CU-12517,Amazon Customer,Corporate,,Seattle,Washington,United States,APAC,West,TEC-PH-1346,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",147.91,4,0.0,34.74,22.33,Low,18,Female
22097,AZ-786-7443978,19-09-2012,23-09-2012,Second Class,CU-93047,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-2396,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",613.15,5,0.0,145.42,78.71,Critical,43,Male
22098,AZ-117-4040546,06-06-2012,08-06-2012,First Class,CU-40849,Amazon Customer,Corporate,,Seattle,Washington,United States,LATAM,West,TEC-PH-9333,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,91.6,1,0.0,21.46,14.42,Low,46,Male
22099,AZ-885-9685765,04-09-2014,07-09-2014,First Class,CU-46414,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-8775,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",400.64,1,0.1,54.79,53.07,Medium,41,Male
22100,AZ-261-5852128,28-03-2012,30-03-2012,Second Class,CU-44408,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-4334,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",210.15,3,0.0,49.45,30.92,Medium,55,Male
22101,AZ-483-1046825,11-01-2015,17-01-2015,Standard Class,CU-21254,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-6039,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",498.92,5,0.2,18.4,65.45,Critical,45,Male
22102,AZ-994-8865841,08-06-2014,14-06-2014,First Class,CU-19125,Amazon Customer,Consumer,,Seattle,Washington,United States,LATAM,West,TEC-PH-3740,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",466.76,1,0.2,17.02,63.2,Critical,24,Female
22103,AZ-142-3559514,25-05-2014,31-05-2014,First Class,CU-17810,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-2713,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",1299.64,5,0.0,308.52,163.92,High,48,Male
22104,AZ-403-2775172,02-03-2012,07-03-2012,Same Day,CU-66163,Amazon Customer,Consumer,,Seattle,Washington,United States,EU,West,TEC-PH-4931,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,687.26,3,0.1,94.39,86.99,High,20,Male
22105,AZ-298-3517471,25-01-2014,27-01-2014,Same Day,CU-27733,Amazon Customer,Home Office,,Seattle,Washington,United States,APAC,West,TEC-PH-8903,Technology,Smartphones,"Motorola Edge Plus, Full Size",889.14,4,0.0,211.39,108.92,High,24,Male
22106,AZ-827-5815375,27-06-2015,29-06-2015,Second Class,CU-75812,Amazon Customer,Corporate,,Seattle,Washington,United States,APAC,West,TEC-PH-8047,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",136.24,2,0.2,4.65,21.63,Low,69,Male
22107,AZ-737-3316555,24-02-2015,01-03-2015,Second Class,CU-66764,Amazon Customer,Corporate,,Seattle,Washington,United States,LATAM,West,TEC-PH-6039,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",499.07,1,0.0,118.18,65.84,Low,21,Male
22108,AZ-452-1626727,18-11-2015,20-11-2015,Standard Class,CU-23181,Amazon Customer,Consumer,10001.0,Seattle,Washington,United States,Africa,West,TEC-PH-9944,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",1171.86,3,0.0,278.01,149.52,Critical,42,Female
22109,AZ-958-2139268,31-05-2012,02-06-2012,Same Day,CU-47145,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-1176,Technology,Smartphones,"Motorola Edge Plus, Full Size",305.53,2,0.2,11.08,41.94,Medium,58,Female
22110,AZ-251-6601466,26-12-2014,28-12-2014,First Class,CU-47238,Amazon Customer,Consumer,90001.0,Seattle,Washington,United States,EU,West,TEC-PH-5430,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",243.85,2,0.1,33.15,34.32,Medium,26,Female
22111,AZ-529-6879799,27-02-2015,03-03-2015,First Class,CU-70716,Amazon Customer,Consumer,60601.0,Seattle,Washington,United States,EU,West,TEC-PH-3478,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",149.29,5,0.0,34.77,25.55,Low,65,Female
22112,AZ-963-6551330,11-06-2014,14-06-2014,Second Class,CU-26398,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-3540,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",109.69,1,0.0,25.44,19.87,High,21,Male
22113,AZ-527-5270858,22-07-2014,24-07-2014,Standard Class,CU-52599,Amazon Customer,Consumer,30301.0,Seattle,Washington,United States,APAC,West,TEC-PH-3374,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",485.6,3,0.2,17.87,64.14,Low,27,Female
22114,AZ-217-6373895,07-07-2013,12-07-2013,Second Class,CU-90725,Amazon Customer,Corporate,10001.0,Seattle,Washington,United States,APAC,West,TEC-PH-4525,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",141.83,2,0.0,33.11,23.5,Medium,53,Female
22115,AZ-493-6216477,19-01-2013,21-01-2013,First Class,CU-96339,Amazon Customer,Consumer,10001.0,Seattle,Washington,United States,US,West,TEC-PH-6682,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",371.09,2,0.2,13.63,49.28,Low,26,Male
22116,AZ-996-1284734,09-02-2014,14-02-2014,Same Day,CU-27452,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-9127,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",224.13,5,0.0,52.36,36.71,Low,68,Female
22117,AZ-495-3123780,27-04-2012,02-05-2012,Second Class,CU-79016,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-1509,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",551.4,5,0.0,130.73,71.18,Critical,53,Male
22118,AZ-433-2569275,08-08-2012,12-08-2012,Standard Class,CU-15745,Amazon Customer,Home Office,90001.0,Seattle,Washington,United States,Africa,West,TEC-PH-2690,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",91.67,2,0.0,21.42,14.96,High,52,Male
22119,AZ-244-1152505,18-01-2015,21-01-2015,Same Day,CU-66097,Amazon Customer,Consumer,,Seattle,Washington,United States,EU,West,TEC-PH-8934,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",177.48,3,0.0,41.92,24.45,Low,18,Male
22120,AZ-761-9250526,16-02-2013,18-02-2013,Second Class,CU-24978,Amazon Customer,Consumer,30301.0,Seattle,Washington,United States,APAC,West,TEC-PH-4881,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",56.95,1,0.0,13.38,8.62,Critical,18,Male
22121,AZ-880-5039614,12-12-2014,15-12-2014,Second Class,CU-28002,Amazon Customer,Home Office,,Seattle,Washington,United States,US,West,TEC-PH-6375,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",386.11,2,0.0,91.19,53.35,High,29,Female
22122,AZ-930-7586436,18-04-2014,22-04-2014,Standard Class,CU-76870,Amazon Customer,Corporate,,Seattle,Washington,United States,APAC,West,TEC-PH-2883,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",564.27,4,0.1,77.43,72.12,High,50,Male
22123,AZ-803-7157251,17-03-2014,23-03-2014,Same Day,CU-37708,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-1083,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",1553.51,5,0.6,-562.44,187.14,Critical,69,Female
22124,AZ-643-7917173,14-08-2013,18-08-2013,Same Day,CU-35860,Amazon Customer,Consumer,10001.0,Seattle,Washington,United States,US,West,TEC-PH-1924,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",89.66,1,0.0,20.66,17.56,Medium,39,Male
22125,AZ-437-5882670,30-04-2015,05-05-2015,First Class,CU-87010,Amazon Customer,Home Office,30301.0,Seattle,Washington,United States,US,West,TEC-PH-5050,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,104.79,1,0.0,24.1,20.96,Medium,66,Male
22126,AZ-442-4579729,28-06-2015,03-07-2015,First Class,CU-29655,Amazon Customer,Home Office,30301.0,Seattle,Washington,United States,EU,West,TEC-PH-4486,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",32.04,2,0.0,6.9,11.07,Medium,26,Female
22127,AZ-390-9264000,05-05-2015,07-05-2015,First Class,CU-53843,Amazon Customer,Home Office,,Seattle,Washington,United States,APAC,West,TEC-PH-1109,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",135.84,3,0.0,31.93,20.31,Low,18,Male
22128,AZ-884-8743529,13-11-2012,16-11-2012,Same Day,CU-18692,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-1711,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",461.35,2,0.0,109.18,61.54,Low,47,Male
22129,AZ-297-1121720,14-06-2012,19-06-2012,Standard Class,CU-17930,Amazon Customer,Home Office,10001.0,Seattle,Washington,United States,EU,West,TEC-PH-9370,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",314.71,2,0.0,73.96,47.17,Low,62,Female
22130,AZ-732-4251021,29-12-2012,04-01-2013,Same Day,CU-56455,Amazon Customer,Consumer,,Seattle,Washington,United States,Africa,West,TEC-PH-3644,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",101.86,4,0.0,23.8,16.69,Critical,52,Female
22131,AZ-383-9921894,09-02-2012,13-02-2012,Second Class,CU-91059,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-7781,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",916.54,4,0.0,217.73,114.02,Low,46,Female
22132,AZ-281-8787530,29-06-2013,03-07-2013,Standard Class,CU-72135,Amazon Customer,Corporate,10001.0,Seattle,Washington,United States,EU,West,TEC-PH-1232,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,318.03,2,0.0,75.06,44.46,Critical,20,Female
22133,AZ-982-9411577,22-01-2014,26-01-2014,First Class,CU-24341,Amazon Customer,Consumer,,Seattle,Washington,United States,EU,West,TEC-PH-4340,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",516.78,3,0.2,19.2,66.44,High,58,Male
22134,AZ-728-7962599,23-08-2014,29-08-2014,Standard Class,CU-78406,Amazon Customer,Corporate,90001.0,Seattle,Washington,United States,APAC,West,TEC-PH-2987,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",20.55,2,0.1,2.5,5.82,Low,19,Male
22135,AZ-599-1539077,03-03-2014,09-03-2014,Standard Class,CU-80204,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-9843,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,292.25,1,0.1,39.65,41.87,High,41,Female
22136,AZ-694-4421086,08-07-2013,13-07-2013,First Class,CU-94124,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-5660,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",330.33,2,0.0,78.08,45.03,Critical,60,Female
22137,AZ-101-9155946,18-07-2012,21-07-2012,Second Class,CU-38345,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-8708,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",59.31,4,0.1,7.58,13.15,Low,29,Female
22138,AZ-828-2123112,16-02-2013,21-02-2013,First Class,CU-27005,Amazon Customer,Consumer,,Seattle,Washington,United States,US,West,TEC-PH-2276,Technology,Smartphones,"Motorola Edge Plus, Full Size",240.62,1,0.0,56.55,36.05,Critical,57,Female
22139,AZ-159-4176815,17-02-2013,20-02-2013,Second Class,CU-72265,Amazon Customer,Consumer,,Seattle,Washington,United States,EU,West,TEC-PH-1760,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",342.15,5,0.0,80.95,45.86,Critical,66,Female
22140,AZ-814-1755002,14-12-2014,19-12-2014,Second Class,CU-93123,Amazon Customer,Corporate,,Seattle,Washington,United States,Africa,West,TEC-PH-9214,Technology,Smartphones,"Motorola Edge Plus, Full Size",103.3,4,0.0,23.8,20.2,High,40,Female
22141,AZ-656-4278121,01-07-2014,04-07-2014,Same Day,CU-50301,Amazon Customer,Home Office,,Seattle,Washington,United States,EU,West,TEC-PH-3006,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",305.15,1,0.2,11.55,37.1,High,43,Male
22142,AZ-730-3143124,06-02-2013,08-02-2013,Second Class,CU-76577,Amazon Customer,Consumer,30301.0,Seattle,Washington,United States,LATAM,West,TEC-PH-3461,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",532.06,5,0.2,19.98,66.21,Critical,68,Female
22143,AZ-742-5495809,20-07-2013,26-07-2013,Second Class,CU-16085,Amazon Customer,Home Office,,Seattle,Washington,United States,APAC,West,TEC-PH-8989,Technology,Smartphones,"Motorola Edge Plus, Full Size",88.59,1,0.1,11.71,15.82,Medium,22,Female
22144,AZ-494-6036564,05-02-2013,11-02-2013,Standard Class,CU-87805,Amazon Customer,Home Office,,Seattle,Washington,United States,APAC,West,TEC-PH-2809,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",70.64,2,0.6,-25.74,10.15,High,25,Female
22145,AZ-487-4356202,11-06-2015,13-06-2015,Second Class,CU-15406,Amazon Customer,Consumer,30301.0,Seattle,Washington,United States,US,West,TEC-PH-2862,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",176.8,5,0.0,41.69,25.07,Critical,62,Female
22146,AZ-530-8274006,14-04-2015,16-04-2015,Standard Class,CU-35600,Amazon Customer,Corporate,,Seattle,Washington,United States,LATAM,West,TEC-PH-6410,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",43.28,3,0.6,-16.11,9.63,Medium,46,Female
22147,AZ-315-1962836,09-05-2014,12-05-2014,First Class,CU-10005,Amazon Customer,Corporate,60601.0,Seattle,Washington,United States,APAC,West,TEC-PH-2332,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",357.68,4,0.0,84.59,48.28,Critical,59,Female
22148,AZ-293-2642674,14-12-2012,17-12-2012,Standard Class,CU-35636,Amazon Customer,Consumer,,Seattle,Washington,United States,EU,West,TEC-PH-9514,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",461.9,2,0.0,108.99,64.88,Low,64,Female
22149,AZ-242-3946585,12-03-2014,16-03-2014,Same Day,CU-60433,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-9858,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",1315.65,2,0.0,312.83,160.8,Critical,59,Male
22150,AZ-317-9293886,25-06-2015,28-06-2015,Standard Class,CU-35834,Amazon Customer,Corporate,,Seattle,Washington,United States,US,West,TEC-PH-2086,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",317.15,5,0.2,11.58,42.8,Critical,50,Male
22151,AZ-158-1048473,02-06-2013,07-06-2013,Standard Class,CU-70324,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-9244,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",248.39,5,0.0,58.65,34.47,Low,52,Male
22152,AZ-656-7565282,10-07-2015,16-07-2015,Same Day,CU-83135,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-2326,Technology,Smartphones,"Apple iPhone 15 Pro, Full Size",18.97,1,0.0,3.73,10.16,Critical,47,Female
22153,AZ-323-7479197,10-09-2012,12-09-2012,First Class,CU-40166,Amazon Customer,Consumer,,Seattle,Washington,United States,EU,West,TEC-PH-7820,Technology,Smartphones,"Motorola Edge Plus, Full Size",1396.19,4,0.4,-226.86,174.33,Medium,59,Male
22154,AZ-867-8659117,05-07-2014,11-07-2014,Same Day,CU-69691,Amazon Customer,Consumer,90001.0,Seattle,Washington,United States,APAC,West,TEC-PH-6930,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",1043.27,3,0.0,247.74,130.73,High,52,Male
22155,AZ-931-3672377,12-12-2013,17-12-2013,Standard Class,CU-88832,Amazon Customer,Consumer,,Seattle,Washington,United States,LATAM,West,TEC-PH-4754,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",125.07,2,0.1,16.5,22.58,High,42,Male
22156,AZ-176-5911702,16-02-2012,20-02-2012,Second Class,CU-63530,Amazon Customer,Corporate,,Seattle,Washington,United States,APAC,West,TEC-PH-8768,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,801.69,5,0.1,110.0,102.52,Medium,55,Male
22157,AZ-861-5289743,27-04-2013,30-04-2013,Second Class,CU-73012,Amazon Customer,Consumer,,Seattle,Washington,United States,APAC,West,TEC-PH-9513,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,122.4,5,0.0,28.48,21.23,High,56,Male
22158,AZ-258-9012299,13-02-2015,19-02-2015,First Class,CU-74343,Amazon Customer,Home Office,,Seattle,Washington,United States,LATAM,West,TEC-PH-5177,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",247.19,2,0.0,58.45,33.45,Critical,20,Female
22159,AZ-324-2023519,01-02-2015,03-02-2015,Same Day,CU-61034,Amazon Customer,Home Office,,Seattle,Washington,United States,APAC,West,TEC-PH-3753,Technology,Logistics & Equipment,"Cisco Smart Office Phone, Full Size",133.72,2,0.0,31.11,23.22,High,64,Female
22160,AZ-665-5224449,14-09-2014,16-09-2014,Same Day,CU-46471,Amazon Customer,Consumer,,Seattle,Washington,United States,EU,West,TEC-PH-8502,Technology,Logistics & Equipment,Canon imageCLASS 2200 Advanced Copier,51.37,1,0.0,11.71,11.37,Critical,67,Male
22161,AZ-341-3089328,15-11-2013,17-11-2013,Standard Class,CU-74669,Amazon Customer,Corporate,,Seattle,Washington,United States,APAC,West,TEC-PH-7302,Technology,Smartphones,"Samsung Galaxy S24 Ultra, Cordless",342.69,4,0.0,80.74,49.28,Low,21,Female
22162,AZ-726-7395350,20-06-2015,25-06-2015,Same Day,CU-40272,Amazon Customer,Home Office,,Seattle,Washington,United States,Africa,West,TEC-PH-8465,Technology,Smartphones,"Nokia XR21 Smart Phone, with Caller ID",846.89,5,0.0,201.11,106.08,Medium,41,Female
